 -5.838812500789e-07  -3.356216978215e-06  -1.718361431045e-05  -8.126584340945e-05  -3.327072372243e-04  -1.145528192146e-03  -3.353852026652e-03  -8.461501253861e-03  -1.862569406319e-02  -3.618401503457e-02  -6.269437676075e-02  -9.782265535883e-02  -1.386773383028e-01  -1.800931783236e-01  -2.159019927561e-01  -2.406932879223e-01  -2.513157069375e-01  -2.475410818441e-01  -2.317532539948e-01  -2.079474842950e-01  -1.805250029329e-01  -1.533116198462e-01  -1.290250747160e-01  -1.091989977774e-01  -9.442765929493e-02  -8.474466677728e-02  -7.997513162818e-02  -7.997513162817e-02  -8.474466677727e-02  -9.442765929491e-02  -1.091989977773e-01  -1.290250747159e-01  -1.533116198462e-01  -1.805250029328e-01  -2.079474842949e-01  -2.317532539947e-01  -2.475410818440e-01  -2.513157069374e-01  -2.406932879222e-01  -2.159019927560e-01  -1.800931783235e-01  -1.386773383027e-01  -9.782265535879e-02  -6.269437676073e-02  -3.618401503456e-02  -1.862569406318e-02  -8.461501253857e-03  -3.353852026651e-03  -1.145528192146e-03  -3.327072372242e-04  -8.126584340945e-05  -1.718361431049e-05  -3.356216978195e-06  -5.838812501497e-07
 -6.426622847600e-07  -3.691088261705e-06  -1.887952423301e-05  -8.919477282472e-05  -3.647627586197e-04  -1.254326947834e-03  -3.667159932963e-03  -9.236843803576e-03  -2.029407269656e-02  -3.933871096746e-02  -6.798491876417e-02  -1.057535445608e-01  -1.493701944337e-01  -1.931107169659e-01  -2.302199194802e-01  -2.548435256955e-01  -2.636473812354e-01  -2.564977784853e-01  -2.360673994666e-01  -2.066953738372e-01  -1.730409791387e-01  -1.390015304213e-01  -1.071361579332e-01  -7.859805873515e-02  -5.341866446019e-02  -3.092743928534e-02  -1.011983869577e-02   1.011983869580e-02   3.092743928537e-02   5.341866446023e-02   7.859805873519e-02   1.071361579332e-01   1.390015304214e-01   1.730409791388e-01   2.066953738373e-01   2.360673994667e-01   2.564977784854e-01   2.636473812355e-01   2.548435256956e-01   2.302199194803e-01   1.931107169659e-01   1.493701944337e-01   1.057535445609e-01   6.798491876419e-02   3.933871096747e-02   2.029407269656e-02   9.236843803579e-03   3.667159932964e-03   1.254326947835e-03   3.647627586201e-04   8.919477282496e-05   1.887952423306e-05   3.691088261680e-06   6.426622846615e-07
  1.089909227390e-06   6.128144479298e-06   3.061901008855e-05   1.411294495935e-04   5.619123072776e-04   1.874849920061e-03   5.295558706215e-03   1.281923955100e-02   2.689584092203e-02   4.939155563364e-02   8.004985508813e-02   1.152414315485e-01   1.479687001345e-01   1.695539318072e-01   1.724576552058e-01   1.529381373221e-01   1.123044033894e-01   5.627957446548e-02  -7.063637497667e-03  -6.977269615477e-02  -1.259049494829e-01  -1.723140843891e-01  -2.083628308402e-01  -2.349781871439e-01  -2.535955343111e-01  -2.654252532992e-01  -2.711904007423e-01  -2.711904007423e-01  -2.654252532992e-01  -2.535955343111e-01  -2.349781871439e-01  -2.083628308402e-01  -1.723140843891e-01  -1.259049494829e-01  -6.977269615476e-02  -7.063637497661e-03   5.627957446548e-02   1.123044033894e-01   1.529381373221e-01   1.724576552058e-01   1.695539318072e-01   1.479687001345e-01   1.152414315485e-01   8.004985508813e-02   4.939155563364e-02   2.689584092203e-02   1.281923955100e-02   5.295558706215e-03   1.874849920061e-03   5.619123072776e-04   1.411294495936e-04   3.061901008851e-05   6.128144479329e-06   1.089909227419e-06
  2.104911029115e-06   1.169537584060e-05   5.766514437088e-05   2.621006062931e-04   1.027837798902e-03   3.371033751354e-03   9.335586212210e-03   2.208821598581e-02   4.511739817387e-02   8.025682450280e-02   1.251579648450e-01   1.717749339833e-01   2.074311988569e-01   2.187349969302e-01   1.967691866430e-01   1.409795106002e-01   5.980173760087e-02  -3.215198759620e-02  -1.188147502935e-01  -1.871116113094e-01  -2.295049104285e-01  -2.441957729367e-01  -2.336117171977e-01  -2.023174013399e-01  -1.553617818345e-01  -9.751510346886e-02  -3.321935588772e-02   3.321935588770e-02   9.751510346885e-02   1.553617818345e-01   2.023174013399e-01   2.336117171977e-01   2.441957729367e-01   2.295049104285e-01   1.871116113094e-01   1.188147502935e-01   3.215198759619e-02  -5.980173760087e-02  -1.409795106002e-01  -1.967691866430e-01  -2.187349969302e-01  -2.074311988569e-01  -1.717749339833e-01  -1.251579648450e-01  -8.025682450280e-02  -4.511739817387e-02  -2.208821598581e-02  -9.335586212210e-03  -3.371033751354e-03  -1.027837798902e-03  -2.621006062931e-04  -5.766514437117e-05  -1.169537584076e-05  -2.104911029342e-06
 -3.798242369141e-06  -2.072064866747e-05  -1.001084091183e-04  -4.453450409356e-04  -1.706112126271e-03  -5.449197245142e-03  -1.463611404477e-02  -3.341494619730e-02  -6.543080700598e-02  -1.106184198756e-01  -1.620023718496e-01  -2.051545950637e-01  -2.221396304168e-01  -1.990063912681e-01  -1.330997902500e-01  -3.598523608917e-02   6.985265296802e-02   1.588586505849e-01   2.108779582431e-01   2.165662190111e-01   1.781821435856e-01   1.066239303865e-01   1.694069485031e-02  -7.554116757785e-02  -1.574566472892e-01  -2.182651246463e-01  -2.505921009931e-01  -2.505921009931e-01  -2.182651246463e-01  -1.574566472892e-01  -7.554116757784e-02   1.694069485031e-02   1.066239303865e-01   1.781821435856e-01   2.165662190111e-01   2.108779582431e-01   1.588586505849e-01   6.985265296802e-02  -3.598523608917e-02  -1.330997902500e-01  -1.990063912681e-01  -2.221396304168e-01  -2.051545950637e-01  -1.620023718496e-01  -1.106184198756e-01  -6.543080700598e-02  -3.341494619730e-02  -1.463611404477e-02  -5.449197245142e-03  -1.706112126271e-03  -4.453450409354e-04  -1.001084091181e-04  -2.072064866737e-05  -3.798242368928e-06
  7.048559697963e-06   3.763414412914e-05   1.774843172411e-04   7.696644672048e-04   2.867648313190e-03   8.873105760698e-03   2.297035915945e-02   5.021472587999e-02   9.333836846064e-02   1.480118816286e-01   1.997569522989e-01   2.264739694655e-01   2.076624085950e-01   1.362572623356e-01   2.580078256180e-02  -9.236846748848e-02  -1.811879540237e-01  -2.128585792208e-01  -1.791220407292e-01  -9.259369568172e-02   1.991389649929e-02   1.276045447457e-01   2.046501152761e-01   2.352591134849e-01   2.149576110793e-01   1.496263788071e-01   5.351715677592e-02  -5.351715677592e-02  -1.496263788071e-01  -2.149576110793e-01  -2.352591134849e-01  -2.046501152761e-01  -1.276045447457e-01  -1.991389649928e-02   9.259369568172e-02   1.791220407292e-01   2.128585792208e-01   1.811879540237e-01   9.236846748848e-02  -2.580078256180e-02  -1.362572623355e-01  -2.076624085950e-01  -2.264739694655e-01  -1.997569522989e-01  -1.480118816286e-01  -9.333836846064e-02  -5.021472587999e-02  -2.297035915945e-02  -8.873105760698e-03  -2.867648313190e-03  -7.696644672047e-04  -1.774843172411e-04  -3.763414412917e-05  -7.048559697950e-06
  1.292428882029e-05   6.736663543280e-05   3.092449701018e-04   1.303241619613e-03   4.706218427249e-03   1.404963088384e-02   3.487684043376e-02   7.252268793993e-02   1.268130972230e-01   1.861279276632e-01   2.264723353118e-01   2.201906412664e-01   1.521925525101e-01   3.384960390622e-02  -9.641937650454e-02  -1.888902887655e-01  -2.063604299416e-01  -1.421987958190e-01  -2.280044493604e-02   1.054645988748e-01   1.963712526374e-01   2.207097523520e-01   1.737222011682e-01   7.296925679185e-02  -4.967755887363e-02  -1.579983995664e-01  -2.210470903393e-01  -2.210470903393e-01  -1.579983995664e-01  -4.967755887363e-02   7.296925679185e-02   1.737222011682e-01   2.207097523520e-01   1.963712526374e-01   1.054645988748e-01  -2.280044493604e-02  -1.421987958190e-01  -2.063604299417e-01  -1.888902887655e-01  -9.641937650454e-02   3.384960390622e-02   1.521925525101e-01   2.201906412664e-01   2.264723353118e-01   1.861279276632e-01   1.268130972230e-01   7.252268793993e-02   3.487684043376e-02   1.404963088384e-02   4.706218427249e-03   1.303241619613e-03   3.092449701016e-04   6.736663543263e-05   1.292428882013e-05
 -2.343383893875e-05  -1.189422594448e-04  -5.297619382017e-04  -2.162161507824e-03  -7.538225208330e-03  -2.161027870930e-02  -5.113399902584e-02  -1.003311436481e-01  -1.631494767405e-01  -2.176085759985e-01  -2.306120434445e-01  -1.761569864359e-01  -5.747222847698e-02   8.449048323914e-02   1.872879664989e-01   2.008640634072e-01   1.174058786404e-01  -2.272080687089e-02  -1.523658499712e-01  -2.121149623400e-01  -1.776461048804e-01  -6.707630729516e-02   7.138544964960e-02   1.818567399990e-01   2.223598996924e-01   1.787015345024e-01   6.803753786441e-02  -6.803753786441e-02  -1.787015345024e-01  -2.223598996924e-01  -1.818567399990e-01  -7.138544964960e-02   6.707630729516e-02   1.776461048804e-01   2.121149623400e-01   1.523658499712e-01   2.272080687089e-02  -1.174058786404e-01  -2.008640634072e-01  -1.872879664989e-01  -8.449048323914e-02   5.747222847698e-02   1.761569864359e-01   2.306120434445e-01   2.176085759984e-01   1.631494767405e-01   1.003311436481e-01   5.113399902584e-02   2.161027870930e-02   7.538225208330e-03   2.162161507824e-03   5.297619382016e-04   1.189422594448e-04   2.343383893899e-05
  4.197075524807e-05   2.069228437835e-04   8.916051898088e-04   3.512930753776e-03   1.178122118305e-02   3.228458504843e-02   7.237487093278e-02   1.328495092187e-01   1.982013288595e-01   2.343969182599e-01   2.040900521831e-01   9.562949326699e-02  -5.564195317484e-02  -1.771766702500e-01  -2.012149097272e-01  -1.112390048990e-01   4.257445080866e-02   1.721308971833e-01   2.046096946539e-01   1.240543486553e-01  -2.339353918425e-02  -1.591503222529e-01  -2.151455991211e-01  -1.659655378476e-01  -3.725438748347e-02   1.091536512547e-01   2.045461040247e-01   2.045461040247e-01   1.091536512546e-01  -3.725438748348e-02  -1.659655378476e-01  -2.151455991211e-01  -1.591503222529e-01  -2.339353918424e-02   1.240543486553e-01   2.046096946539e-01   1.721308971833e-01   4.257445080865e-02  -1.112390048990e-01  -2.012149097272e-01  -1.771766702500e-01  -5.564195317483e-02   9.562949326699e-02   2.040900521831e-01   2.343969182599e-01   1.982013288595e-01   1.328495092186e-01   7.237487093278e-02   3.228458504843e-02   1.178122118305e-02   3.512930753776e-03   8.916051898089e-04   2.069228437835e-04   4.197075524801e-05
  7.412066868504e-05   3.541627984585e-04   1.471933847020e-03   5.580222992381e-03   1.793316226868e-02   4.674787377510e-02   9.862168765328e-02   1.676345981053e-01   2.254503623075e-01   2.275666897907e-01   1.431329397131e-01  -9.128478273234e-03  -1.545207515151e-01  -2.046106030286e-01  -1.229438049572e-01   3.990100810905e-02   1.759384288740e-01   1.944219498484e-01   8.436172007945e-02  -8.075890183531e-02  -1.952468377865e-01  -1.896707538101e-01  -7.014892850476e-02   9.081130055723e-02   1.997177598585e-01   1.950438255126e-01   8.007155001295e-02  -8.007155001295e-02  -1.950438255126e-01  -1.997177598585e-01  -9.081130055723e-02   7.014892850476e-02   1.896707538101e-01   1.952468377865e-01   8.075890183531e-02  -8.436172007946e-02  -1.944219498484e-01  -1.759384288740e-01  -3.990100810904e-02   1.229438049572e-01   2.046106030286e-01   1.545207515151e-01   9.128478273230e-03  -1.431329397131e-01  -2.275666897907e-01  -2.254503623075e-01  -1.676345981053e-01  -9.862168765328e-02  -4.674787377510e-02  -1.793316226868e-02  -5.580222992381e-03  -1.471933847020e-03  -3.541627984586e-04  -7.412066868512e-05
