 -4.034333766722e-06  -2.583314829113e-05  -1.194318209785e-04   4.500733259588e-04   1.432144968495e-03   3.963567337338e-03  -9.788395531666e-03  -2.191247887205e-02   4.490828855062e-02  -8.481718337249e-02  -1.479494088052e-01  -2.376015541106e-01   3.480553518949e-01   4.569886405399e-01   5.193380064432e-01  -4.774432203073e-01  -2.901838692750e-01
 -1.876975187249e-04  -9.836553774449e-04  -3.699937870862e-03   1.112493130627e-02   2.795646361809e-02   6.048789679241e-02  -1.149237026637e-01  -1.938902362504e-01   2.913697401271e-01  -3.876822269798e-01  -4.477817206922e-01  -4.278749021515e-01   2.951997006822e-01   5.921204957582e-02  -2.006799349710e-01   3.492749683764e-01   2.700494530717e-01
  2.637466324395e-03   1.136223105010e-02   3.458165631444e-02  -8.265382911458e-02  -1.618015747780e-01  -2.657036422916e-01   3.691984031751e-01   4.295088412116e-01  -3.998323889458e-01   2.551485542369e-01   2.057946021343e-02  -2.160207612232e-01   3.300499716569e-01   2.345260975665e-01  -2.789250697873e-02   2.655999166173e-01   2.587680950543e-01
 -1.825889895403e-02  -6.350442787184e-02  -1.520928310492e-01   2.764167059468e-01   3.922785711581e-01   4.313120713270e-01  -3.390046534778e-01  -1.195492508321e-01  -1.422662326870e-01   3.096115993455e-01   2.737225824963e-01   4.582140400632e-02   2.118696178996e-01   2.807027729430e-01   8.171507763793e-02   2.007086369827e-01   2.513957989007e-01
 -7.550999906037e-02  -2.038753650833e-01  -3.604293074999e-01   4.438011756178e-01   3.548467738628e-01   9.735614421101e-02   1.921884015596e-01   3.254221194242e-01  -2.059357619376e-01  -7.295370936756e-02  -2.754893621393e-01  -2.132892404441e-01  -6.119635767829e-02  -2.625018677342e-01  -1.547191241134e-01  -1.458639942751e-01  -2.462699934677e-01
 -2.057457338140e-01  -4.005033257126e-01  -4.481949871074e-01   2.315324293963e-01  -1.249714791793e-01  -3.322780796546e-01   2.173304012675e-01  -9.507372445062e-02   2.897489681125e-01  -1.699395675204e-01   1.301438452056e-01   2.686764145824e-01  -7.660298688609e-02   2.080980252374e-01   2.027177752813e-01   9.692154855694e-02   2.426153571618e-01
  3.906541098355e-01   4.685334750412e-01   1.655859492376e-01   2.492557436272e-01   3.254013976527e-01   1.221673459484e-02   2.828477698353e-01   2.062047468192e-01   1.221055779573e-01  -2.743190547963e-01  -5.796590669471e-02   2.283157470604e-01  -1.808403804343e-01   1.326264125285e-01   2.314370807205e-01   5.152570617913e-02   2.400003506157e-01
 -5.346418939135e-01  -2.371410204650e-01   2.827349538330e-01  -2.990221650931e-01   1.322027180926e-01   3.123991858862e-01  -7.516856770754e-03   2.816694130656e-01  -1.280692471984e-01  -2.092652323149e-01  -2.076490491058e-01   1.202468300328e-01  -2.409022376318e-01   4.584931147369e-02   2.437395904045e-01   8.158764389080e-03   2.381621356489e-01
  5.386740898495e-01  -1.794750737278e-01  -3.544972838643e-01  -1.712282036143e-01  -2.995136099579e-01   1.363045932805e-01  -2.824310776367e-01   8.236227960039e-02  -2.757029380021e-01  -2.442386252059e-02  -2.652344319656e-01  -2.189943728570e-02  -2.512327014534e-01  -4.460442105813e-02   2.407592012910e-01  -3.425526015799e-02   2.368753524333e-01
 -4.041653513923e-01   4.601058375872e-01  -4.158662227079e-02   3.496029136119e-01  -1.783445828792e-01  -2.540774737620e-01  -2.120224655161e-01  -2.033903921979e-01  -2.125700015106e-01   1.790020547126e-01  -2.078158092042e-01  -1.602213192371e-01  -2.099831388926e-01  -1.312306860946e-01   2.223924849956e-01  -7.642269606459e-02   2.358362395426e-01
