  8.453136914407e-03   9.236936268833e-03  -1.313472698790e-02  -2.295132411377e-02   3.548966868520e-02  -5.477597567250e-02  -8.159170738564e-02   1.170089305686e-01  -1.614883226685e-01  -2.138082726187e-01   2.708776808837e-01  -3.271750757415e-01  -3.748629249187e-01  -4.043292539196e-01  -4.057669700725e-01   3.703735964018e-01   2.953253414222e-01  -1.711144770982e-01
  5.807016292322e-02   6.312736231963e-02  -7.908413786090e-02  -1.283358791720e-01   1.765123546150e-01  -2.355432863138e-01  -2.952139847814e-01   3.436844092417e-01  -3.681495076783e-01  -3.546268602640e-01   2.938620631223e-01  -1.855798477536e-01  -4.193756254993e-02   1.118212689971e-01   2.416009008430e-01  -3.119396980943e-01  -3.000781907896e-01   1.895646697046e-01
  1.746485207637e-01   1.885329173916e-01  -1.978904260297e-01  -2.880483780823e-01   3.300962705623e-01  -3.430632702652e-01  -3.038057217415e-01   2.022601970490e-01  -5.138018716980e-02   1.166346815335e-01  -2.536507366895e-01   3.114933226739e-01   2.624109369179e-01   1.162513046461e-01  -7.606966360252e-02   2.367775374928e-01   2.957213142256e-01  -2.065724307080e-01
 -3.122912522497e-01  -3.335685098459e-01   2.625963403652e-01   3.119753808782e-01  -2.349906888683e-01   8.952034099279e-02  -9.283134064025e-02   2.504723754959e-01  -3.120017991054e-01  -2.385131549154e-01   5.261375293989e-02   1.604030652891e-01   2.894886647704e-01   2.591462072746e-01   7.999808527930e-02   1.457384436448e-01   2.817132297444e-01  -2.227980913392e-01
  3.795292066169e-01   3.981634688195e-01  -1.698064792630e-01  -9.067774979070e-02  -1.050799632343e-01   2.733748616601e-01   3.117479901431e-01  -1.778030896363e-01  -6.364656253305e-02  -2.653422665213e-01   2.884442566190e-01  -1.086252365234e-01   1.496975418392e-01   2.935189682130e-01   2.080347484474e-01   4.229217906871e-02   2.568189015639e-01  -2.382176958057e-01
 -3.422296726029e-01  -3.464689096618e-01  -3.865958846189e-02  -2.136360706881e-01   3.298376882724e-01  -2.407357350545e-01   2.335619843517e-02  -2.710071504290e-01   2.913799806228e-01   5.742994653582e-02   2.258550444380e-01  -2.942329276139e-01  -7.870692996533e-02   2.117971169870e-01   2.857380385400e-01  -6.676700106558e-02   2.197545746982e-01  -2.524545277395e-01
  2.502620818338e-01   2.326276568136e-01   2.372007644944e-01   3.691359665391e-01  -2.106373507255e-01  -1.337710515187e-01  -3.359871886398e-01   1.788963358385e-01   1.712402910786e-01   3.171666131826e-01  -8.763805756621e-02  -2.420177435786e-01  -2.693702020128e-01   3.831933491066e-02   2.923823531944e-01  -1.703796252278e-01   1.696991180123e-01  -2.646877055067e-01
 -1.689525599436e-01  -1.226365902281e-01  -3.592299846809e-01  -3.135462933613e-01  -1.095703307883e-01   3.608369193117e-01   1.204872691082e-01   2.733524886026e-01  -2.616988956705e-01   1.285844939222e-01  -3.167381265905e-01   2.677002875524e-02  -2.961377362426e-01  -1.603641431025e-01   2.187424570075e-01  -2.529059431777e-01   1.073817350984e-01  -2.734875541751e-01
  1.272353096333e-01   3.723963200320e-02   4.120880132302e-01   1.194452492533e-01   3.566388231854e-01  -1.871554653823e-01   2.830883745344e-01  -2.296955431544e-01  -2.272436754797e-01  -2.592301849288e-01  -1.759244337504e-01   2.794596145210e-01  -1.272550278281e-01  -2.917983933508e-01   8.084242174528e-02  -2.982895137195e-01   3.668696822826e-02  -2.777371602577e-01
 -1.272353096333e-01   3.723963200325e-02  -4.120880132302e-01   1.194452492533e-01  -3.566388231854e-01  -1.871554653823e-01  -2.830883745344e-01  -2.296955431544e-01   2.272436754797e-01  -2.592301849288e-01   1.759244337504e-01   2.794596145210e-01   1.272550278280e-01  -2.917983933508e-01  -8.084242174528e-02  -2.982895137195e-01  -3.668696822827e-02  -2.777371602576e-01
 -1.689525599436e-01   1.226365902281e-01  -3.592299846809e-01   3.135462933613e-01  -1.095703307883e-01  -3.608369193117e-01   1.204872691082e-01  -2.733524886026e-01  -2.616988956705e-01  -1.285844939222e-01  -3.167381265905e-01  -2.677002875526e-02  -2.961377362426e-01   1.603641431025e-01   2.187424570075e-01   2.529059431777e-01   1.073817350984e-01   2.734875541751e-01
  2.502620818337e-01  -2.326276568137e-01   2.372007644944e-01  -3.691359665391e-01  -2.106373507255e-01   1.337710515187e-01  -3.359871886398e-01  -1.788963358385e-01   1.712402910786e-01  -3.171666131827e-01  -8.763805756623e-02   2.420177435786e-01  -2.693702020128e-01  -3.831933491065e-02   2.923823531944e-01   1.703796252278e-01   1.696991180123e-01   2.646877055067e-01
