 -1.464025922888e-08  -7.949067481658e-08  -3.793390258744e-07  -1.661642846523e-06  -6.702093375354e-06  -2.487883864374e-05  -8.500123666143e-05  -2.672714833634e-04  -7.733883885646e-04  -2.059414052606e-03  -5.046389087506e-03  -1.137895312257e-02  -2.361052225723e-02  -4.508041655878e-02  -7.920474182852e-02  -1.280558157051e-01  -1.905139502924e-01  -2.607825842780e-01  -3.283065869297e-01  -3.798869027176e-01  -4.038660477098e-01  -3.945786889976e-01  -3.544532091663e-01  -2.928079252611e-01  -2.223635410437e-01  -1.551260189763e-01  -9.929380535931e-02  -5.819654345193e-02  -3.112430379399e-02  -1.509717843924e-02  -6.572305691233e-03  -2.522560169180e-03  -8.296379402348e-04  -2.249155278575e-04  -5.003318502284e-05  -9.389288579549e-06
  1.214056896601e-07   6.383725166351e-07   2.880768220794e-06   1.192530698184e-05   4.527009690586e-05   1.575844380557e-04   5.026661894212e-04   1.468318320741e-03   3.924372499787e-03   9.587127715782e-03   2.138043503659e-02   4.345425865006e-02   8.031022669140e-02   1.345529852084e-01   2.034548401988e-01   2.757707342560e-01   3.313513642178e-01   3.458049487660e-01   3.000297170100e-01   1.909155330316e-01   3.702167034630e-02  -1.259187897685e-01  -2.586562954778e-01  -3.337111859148e-01  -3.442851538794e-01  -3.032207586585e-01  -2.341034946160e-01  -1.603764658937e-01  -9.794007701529e-02  -5.325523624059e-02  -2.559182720333e-02  -1.069763322389e-02  -3.785556965668e-03  -1.092625465986e-03  -2.568622607366e-04  -5.052679756946e-05
  7.247893459508e-07   3.605171501172e-06   1.540429455626e-05   6.006097629749e-05   2.139938314234e-04   6.960032358610e-04   2.063894937013e-03   5.571129200216e-03   1.366254746930e-02   3.036429194101e-02   6.095330880667e-02   1.100163055623e-01   1.773793169832e-01   2.529310549542e-01   3.137501346889e-01   3.282619847950e-01   2.697606466580e-01   1.349164129865e-01  -4.410977665039e-02  -2.057160655120e-01  -2.852979684710e-01  -2.489257054378e-01  -1.122396763730e-01   6.837850622236e-02   2.257977720391e-01   3.137837358095e-01   3.223315055444e-01   2.719121816809e-01   1.954948594755e-01   1.214384729966e-01   6.519713245617e-02   2.990935856613e-02   1.144352471181e-02   3.527607599997e-03   8.783417185193e-04   1.813468479911e-04
 -3.485272406301e-06  -1.659826891723e-05  -6.681456913579e-05  -2.446607702236e-04  -8.147054328818e-04  -2.463936747160e-03  -6.752253265298e-03  -1.672060697678e-02  -3.727801226696e-02  -7.446096021223e-02  -1.323428731324e-01  -2.071836884499e-01  -2.810808039672e-01  -3.209708065000e-01  -2.896684805831e-01  -1.693795741861e-01   1.443153935501e-02   1.899415585402e-01   2.701551883234e-01   2.065454680908e-01   2.868831790687e-02  -1.652640895774e-01  -2.669403684931e-01  -2.236101576518e-01  -6.449051874155e-02   1.267224607293e-01   2.670201552756e-01   3.162261156013e-01   2.838575135999e-01   2.077899578864e-01   1.268790759743e-01   6.456955811968e-02   2.688890204901e-02   8.890620070390e-03   2.351762830309e-03   5.106222572391e-04
  1.470772317697e-05   6.622051875754e-05   2.506723368760e-04   8.579715953378e-04   2.656938964555e-03   7.425581218153e-03   1.866336282661e-02   4.198871749999e-02   8.402614783490e-02   1.482245448815e-01   2.273524590802e-01   2.963653051016e-01   3.141736844434e-01   2.425489437244e-01   7.890392668973e-02  -1.194802077144e-01  -2.503559417839e-01  -2.286321027937e-01  -5.807309885009e-02   1.514281857107e-01   2.527553150490e-01   1.720755310499e-01  -3.213258652629e-02  -2.146845306516e-01  -2.536643176785e-01  -1.320583212700e-01   6.769649263543e-02   2.356751777016e-01   3.059221753098e-01   2.792688176535e-01   1.993269221927e-01   1.142066614159e-01   5.220979331380e-02   1.861529501718e-02   5.250896575710e-03   1.201743263433e-03
  5.514425384975e-05   2.357575919427e-04   8.347311842394e-04   2.657583933977e-03   7.604547168384e-03   1.948817887628e-02   4.447903674878e-02   8.973260943337e-02   1.582732794517e-01   2.399808479053e-01   3.037902511969e-01   3.023898267721e-01   1.989978611607e-01   8.103412736529e-03  -1.839266858520e-01  -2.568148257271e-01  -1.482193619391e-01   7.210123940678e-02   2.323868895673e-01   1.960056362362e-01  -9.759171480929e-03  -2.068893937769e-01  -2.240380653668e-01  -4.915974240419e-02   1.677870680487e-01   2.537764547680e-01   1.527687058766e-01  -5.282846993307e-02  -2.307927367556e-01  -2.993948934272e-01  -2.615663906048e-01  -1.723365044439e-01  -8.745636158477e-02  -3.384769439002e-02  -1.022677595866e-02  -2.473808118521e-03
  1.882701331980e-04   7.588727865372e-04   2.502792421112e-03   7.364173248096e-03   1.932174370389e-02   4.495461069735e-02   9.195596831256e-02   1.633170555347e-01   2.469378441678e-01   3.070068157532e-01   2.911671496307e-01   1.645483306058e-01  -4.250686884941e-02  -2.193316296453e-01  -2.373303526225e-01  -6.715271983506e-02   1.586235788138e-01   2.364854684266e-01   8.609345949052e-02  -1.491886010580e-01  -2.318310013541e-01  -7.615510194394e-02   1.579396080274e-01   2.332854326656e-01   7.898355532012e-02  -1.517955428376e-01  -2.488083813463e-01  -1.392609134483e-01   7.764436641007e-02   2.481917357195e-01   2.908889935825e-01   2.275679521333e-01   1.300952851386e-01   5.509563172967e-02   1.792446633657e-02   4.596660929533e-03
 -5.850875072055e-04  -2.222188477578e-03  -6.785438160527e-03  -1.831834446779e-02  -4.364499610462e-02  -9.101776821140e-02  -1.638631984620e-01  -2.492097277724e-01  -3.078829866427e-01  -2.831735507918e-01  -1.410465387792e-01   7.551800289015e-02   2.364823865132e-01   2.101626316687e-01   1.358666722645e-03  -2.055076854907e-01  -2.007198266791e-01   1.914227276297e-02   2.158102834995e-01   1.634836318077e-01  -7.992543566003e-02  -2.289429711599e-01  -1.086800498778e-01   1.386906508435e-01   2.296417325526e-01   6.773538989145e-02  -1.677649835312e-01  -2.398087416562e-01  -9.273536840981e-02   1.340352180151e-01   2.726298818727e-01   2.672263131136e-01   1.755738333507e-01   8.217128918743e-02   2.895932578197e-02   7.899161373828e-03
  1.663052305872e-03   5.922268641167e-03   1.664145909403e-02   4.084727435612e-02   8.730593573486e-02   1.603742118809e-01   2.473939686597e-01   3.073456811804e-01   2.795863792566e-01   1.287969767810e-01  -9.390268778242e-02  -2.434153747059e-01  -1.857745846162e-01   4.525818416339e-02   2.255529787402e-01   1.535994973519e-01  -9.720577283307e-02  -2.262916490066e-01  -6.765827880517e-02   1.778781207388e-01   1.878966615359e-01  -5.183297813379e-02  -2.232581320567e-01  -1.018517325985e-01   1.520555856716e-01   2.171385904716e-01   1.982905840638e-02  -2.034019277709e-01  -2.111611360828e-01  -1.039559916023e-02   2.050618324028e-01   2.804542106563e-01   2.179824571932e-01   1.141417559643e-01   4.388046312554e-02   1.277583084684e-02
  4.304863629192e-03   1.433778995603e-02   3.679607191527e-02   8.122051553113e-02   1.532153896375e-01   2.417198431271e-01   3.054873290162e-01   2.804558799272e-01   1.273363455635e-01  -9.996502910393e-02  -2.451474268707e-01  -1.693327599123e-01   7.394009991532e-02   2.309827153328e-01   1.114704167961e-01  -1.464918016795e-01  -2.073151094980e-01   1.733771100979e-02   2.155113572891e-01   1.008421264015e-01  -1.613483300501e-01  -1.852198708047e-01   6.402786962913e-02   2.207668652318e-01   6.041137267161e-02  -1.866505051118e-01  -1.821285620527e-01   6.076089500132e-02   2.330246900596e-01   1.412842576070e-01  -9.990249483505e-02  -2.606961577456e-01  -2.509013245707e-01  -1.493528222122e-01  -6.314219479706e-02  -1.969565737095e-02
