  1.256956402995e-04  -7.533974357055e-04  -3.134311755838e-03   1.040147118824e-02  -2.923094080964e-02  -7.092299250952e-02  -1.497856831403e-01   2.734482136489e-01  -4.259648775531e-01  -5.473798050884e-01   5.464343220070e-01   3.422367757803e-01
 -2.703627266639e-03   1.284631860329e-02   4.161978400606e-02  -1.047284675907e-01   2.148847974965e-01   3.612860620873e-01   4.864160879045e-01  -4.881119702159e-01   2.830733490610e-01  -7.825521479314e-02   3.716934157965e-01   3.334066710820e-01
  2.166873281976e-02  -8.024450648489e-02  -1.960187234462e-01   3.531861686497e-01  -4.757810654235e-01  -4.391741445333e-01  -1.726542866793e-01  -2.043675692453e-01   3.868903619728e-01   1.707926933949e-01   2.336000327278e-01   3.250954420244e-01
  9.393002544850e-02  -2.579211122036e-01  -4.352008372997e-01   4.681023861523e-01  -2.352858051615e-01   1.639375373163e-01   3.800095125283e-01  -1.551198509218e-01  -2.565352537238e-01  -2.928732690464e-01  -1.162830562093e-01  -3.167381824014e-01
 -2.546100706242e-01   4.688164996683e-01   4.266577726938e-01  -4.901144142385e-02  -3.364151302145e-01  -2.786385487492e-01   1.600570900677e-01  -3.314295169083e-01  -4.951454860141e-02  -3.273204551309e-01  -1.390927887717e-02  -3.080318308723e-01
  4.624581295885e-01  -4.482339274371e-01   2.820655180392e-02  -3.865794993183e-01   1.251483076272e-01  -3.189679767179e-01  -1.682729590900e-01  -2.905357406604e-01   1.475769436309e-01  -2.967831071234e-01   7.614825700241e-02  -2.986508117663e-01
  5.807624490406e-01  -6.646402205816e-02   4.086203911597e-01  -5.766863906522e-02  -3.625357715188e-01  -4.845764477564e-03   3.366523221436e-01   9.494017455128e-02  -2.823313806444e-01   2.173906716590e-01  -1.550099011456e-01   2.884429643213e-01
 -5.100923475154e-01  -3.765406836581e-01  -1.569482239934e-01  -3.862122294051e-01  -5.292059034671e-02  -3.205150531549e-01   2.333906436175e-01  -1.502050128605e-01  -3.236917654054e-01   1.018779593592e-01  -2.230419308850e-01   2.770629391931e-01
 -3.115510051718e-01  -4.978036427976e-01   3.507948457278e-01  -5.987008281220e-02  -3.592251098380e-01   2.735979516274e-01   7.360384743105e-02   3.238205882547e-01   2.557369288235e-01   3.761565799401e-02   2.791753495109e-01  -2.637329048805e-01
 -1.280099032193e-01  -3.161165978798e-01   4.640359998238e-01   4.306865842384e-01   1.808115922746e-01   1.485129566305e-01  -3.521120764707e-01  -3.136836780775e-01  -7.998518928379e-02  -1.868690111394e-01  -3.211353519066e-01   2.475652473539e-01
  3.256389216951e-02   1.092563483640e-01  -2.351725830036e-01  -3.753122676753e-01  -4.609675430001e-01   4.334942851052e-01  -2.814200929922e-01  -5.058823602018e-02   1.786979097044e-01  -3.266972150356e-01  -3.443146091249e-01   2.268387723062e-01
  4.035445862959e-03   1.714313008024e-02  -4.802552000951e-02  -1.039105198836e-01  -1.842456056115e-01   2.788014359962e-01  -3.693361035231e-01  -4.353118315301e-01  -4.587798503073e-01   4.282333749127e-01   3.402582466149e-01  -1.984069071130e-01
