  5.711536241223e-10  -4.260294478160e-10   6.184916690495e-10   4.651586199844e-09   7.707573689203e-08   8.810891539633e-07   7.833527536652e-06   5.504106361052e-05   3.108429986682e-04   1.429133755701e-03   5.405195722514e-03   1.696357455898e-02   4.450189685200e-02   9.820633932544e-02   1.833130904113e-01   2.908367298264e-01   3.939253835047e-01   4.574455644171e-01   4.574644259679e-01   3.956337189896e-01   2.965684037077e-01   1.923755678886e-01   1.074238444470e-01   5.134081394884e-02   2.093136853612e-02   7.273199548172e-03   2.150890432735e-03   5.383865365163e-04   1.126851032787e-04   1.928804205927e-05   2.597156333144e-06   2.559655509490e-07   1.672514617709e-08   1.093110090581e-10   4.064152904338e-10
  7.876435547065e-10  -5.261564072393e-10   2.615964591849e-09   3.994883511277e-08   5.651399402946e-07   5.912031870660e-06   4.779690768669e-05   3.042505888661e-04   1.547036496684e-03   6.349665638873e-03   2.119370956394e-02   5.779056745201e-02   1.289136478545e-01   2.345274712871e-01   3.442224091973e-01   3.964363649428e-01   3.314058224735e-01   1.416786683258e-01  -1.069960750082e-01  -3.128282282280e-01  -4.034363883734e-01  -3.735008451626e-01  -2.721842311867e-01  -1.611634067714e-01  -7.875396151703e-02  -3.207941739672e-02  -1.094962024276e-02  -3.127995385680e-03  -7.409486543829e-04  -1.426297436093e-04  -2.148709612543e-05  -2.365112968438e-06  -1.665786401986e-07  -6.471152121789e-09   4.496293512937e-10
 -7.537439234419e-09   6.103666521434e-09   8.639576422283e-09   2.440045603738e-07   3.029375959454e-06   2.885010946399e-05   2.111485941033e-04   1.210972814589e-03   5.505561759030e-03   1.998872183000e-02   5.813182960706e-02   1.351461023621e-01   2.487051324853e-01   3.533555919676e-01   3.634772931575e-01   2.148926960556e-01  -5.118060727359e-02  -2.800309315478e-01  -3.152456763532e-01  -1.331688611833e-01   1.397182809492e-01   3.382535417545e-01   3.814799535205e-01   3.023210209040e-01   1.848886097117e-01   9.074913088915e-02   3.644231466327e-02   1.205045557819e-02   3.265916910192e-03   7.131163193500e-04   1.210489317958e-04   1.493630690597e-05   1.171946674375e-06   5.223783010243e-08  -4.818978091918e-09
  7.714677594542e-09  -8.890915364800e-09  -6.749505950638e-08  -1.161306967603e-06  -1.326172666403e-05  -1.141067822511e-04  -7.528906518018e-04  -3.867989538728e-03  -1.560475820237e-02  -4.958432716582e-02  -1.236503294574e-01  -2.387296322840e-01  -3.450254837626e-01  -3.412646304397e-01  -1.571384526508e-01   1.298407798400e-01   3.018369022595e-01   1.984434063707e-01  -9.176055731949e-02  -2.974213736103e-01  -2.339891410639e-01   3.203027488149e-02   2.845855479546e-01   3.740337611288e-01   3.111302617263e-01   1.922225708901e-01   9.328253934196e-02   3.635806095009e-02   1.142205563399e-02   2.856618880832e-03   5.504749582066e-04   7.651981768167e-05   6.769335467288e-06   2.953966932376e-07   7.494207595348e-09
 -1.012282882874e-07   5.619544256259e-08  -3.953552584055e-07  -4.694398463648e-06  -4.931102818381e-05  -3.819955473910e-04  -2.263722835265e-03  -1.036258122294e-02  -3.681300547431e-02  -1.011599514925e-01  -2.119871716138e-01  -3.268713665743e-01  -3.372252424035e-01  -1.539582927261e-01   1.408501151232e-01   2.898787190571e-01   1.256151211628e-01  -1.795970498557e-01  -2.717823531119e-01  -4.244775174349e-02   2.403405899800e-01   2.648327294136e-01   1.910766063534e-02  -2.572970020378e-01  -3.680689122469e-01  -3.105828710878e-01  -1.896623492342e-01  -8.922833253968e-02  -3.299497392703e-02  -9.550777483755e-03  -2.104449948839e-03  -3.312895000914e-04  -3.301518133316e-05  -1.560021938575e-06  -8.922220356247e-08
  3.333884445492e-08  -9.506830308082e-08  -1.312242697023e-06  -1.716697414414e-05  -1.600760954936e-04  -1.116764740489e-03  -5.917811158379e-03  -2.399954687013e-02  -7.439832198710e-02  -1.741188483251e-01  -2.977271060685e-01  -3.416140171544e-01  -1.892427041727e-01   1.092868859434e-01   2.793199069039e-01   1.124022266904e-01  -1.950644854972e-01  -2.319052931516e-01   5.630106087538e-02   2.674504634026e-01   1.113500474727e-01  -1.985423475601e-01  -2.695941449941e-01  -3.364939338399e-02   2.520463131697e-01   3.653413215023e-01   3.028892438514e-01   1.783893953567e-01   7.927279039579e-02   2.690227565962e-02   6.833694640214e-03   1.225201037527e-03   1.374373335196e-04   7.578268840024e-06   1.577093284521e-07
 -5.201216053088e-07   6.511622682056e-07   4.501074434827e-06   5.590605246666e-05   4.662569218915e-04   2.917004651944e-03   1.375714787896e-02   4.907125672482e-02   1.311816652055e-01   2.558160333122e-01   3.396897453143e-01   2.442616482237e-01  -4.309079816980e-02  -2.652271659511e-01  -1.430553410215e-01   1.739814071139e-01   2.212182363014e-01  -7.937207983494e-02  -2.514347803709e-01  -1.885314414281e-02   2.479838262469e-01   1.361426581092e-01  -1.831927308941e-01  -2.651634280090e-01  -2.251436007534e-02   2.639529747535e-01   3.636577249101e-01   2.866612640694e-01   1.580220211547e-01   6.399228985632e-02   1.893809390073e-02   3.891355758322e-03   4.935950857865e-04   3.108318418128e-05   2.487645730114e-07
  4.237576682028e-07   8.357501044111e-07   1.620145053615e-05   1.649249424132e-04   1.240897529007e-03   6.921575268863e-03   2.888213097875e-02   8.974875061811e-02   2.035108399375e-01   3.195189310553e-01   2.979437583628e-01   5.159393054691e-02  -2.289521478219e-01  -1.966079256094e-01   1.214292852442e-01   2.326960372672e-01  -5.354562437356e-02  -2.411039808416e-01   5.296737413763e-03   2.439559346211e-01   4.932663873550e-02  -2.374756312103e-01  -1.319359364356e-01   1.917681236345e-01   2.535534140641e-01  -1.129998331984e-02  -2.891936918959e-01  -3.587072088287e-01  -2.592375875983e-01  -1.286017982480e-01  -4.498080324888e-02  -1.067725315832e-02  -1.541112572638e-03  -1.083233238851e-04  -1.995047912933e-06
 -2.138114858761e-06  -2.537635034052e-06  -5.053079122615e-05  -4.540225038831e-04  -3.050348444008e-03  -1.509551459324e-02  -5.528158467000e-02  -1.477319259177e-01  -2.772943556067e-01  -3.298449325251e-01  -1.600191709697e-01   1.536847514463e-01   2.456636108486e-01  -3.461578597788e-02  -2.424900650359e-01  -9.342265946561e-03   2.348618690966e-01   1.970336191374e-02  -2.335949363134e-01  -2.467701966272e-02   2.366354130664e-01   4.459573304041e-02  -2.395547696511e-01  -1.037704069970e-01   2.176813192401e-01   2.288026612178e-01  -6.844911665543e-02  -3.220497574431e-01  -3.434774008563e-01  -2.178129990930e-01  -9.188422269039e-02  -2.546842450714e-02  -4.207582158899e-03  -3.318935160679e-04  -8.933578116754e-06
 -1.146339633959e-06   1.371518347958e-05   1.430518282378e-04   1.176691568887e-03   6.988187811894e-03   3.048524662154e-02   9.692486258894e-02   2.187446716278e-01   3.268523810291e-01   2.578816322270e-01  -3.696672686049e-02  -2.577695152633e-01  -7.829928834098e-02   2.208551729614e-01   9.761130492622e-02  -2.118846792702e-01  -7.895242034747e-02   2.183168700321e-01   4.668004107822e-02  -2.267780547072e-01  -1.797749206872e-02   2.346809827187e-01   9.525451967737e-03  -2.466631633965e-01  -4.994500864352e-02   2.509052625551e-01   1.797298174762e-01  -1.483487346200e-01  -3.513777545625e-01  -3.084536504058e-01  -1.617716523284e-01  -5.312862852967e-02  -1.011500529166e-02  -9.069517281549e-04  -2.530566487923e-05
 -2.973552617732e-06   4.318740741952e-05   3.957359915357e-04   2.872215989959e-03   1.502124289377e-02   5.719863932843e-02   1.556318646695e-01   2.887014432742e-01   3.198803556613e-01   1.027370346862e-01  -2.070919279516e-01  -1.885584513367e-01   1.447472210227e-01   1.856151096100e-01  -1.490851091764e-01  -1.534992917270e-01   1.810564766814e-01   1.002460589395e-01  -2.107989372037e-01  -3.642867320190e-02   2.249739311259e-01  -2.110805152379e-02  -2.292455771953e-01   5.350984596321e-02   2.428139264717e-01  -3.240204315070e-02  -2.740514536977e-01  -9.281106892606e-02   2.425020301369e-01   3.584636385685e-01   2.456225550638e-01   9.751978245223e-02   2.160013100843e-02   2.214571224575e-03   6.374105767482e-05
  1.891249303264e-05   1.164501912357e-04   1.058640918400e-03   6.638216191030e-03   3.036319079330e-02   9.963889549880e-02   2.273720790896e-01   3.318685675147e-01   2.313255870384e-01  -9.052379334877e-02  -2.526406931925e-01   1.534073047306e-02   2.328274132540e-01  -3.837745196463e-02  -2.115478331106e-01   1.044868891272e-01   1.652545189580e-01  -1.738005602723e-01  -8.612759997334e-02   2.141742959773e-01  -7.189340997718e-03  -2.169174005446e-01   8.821354912819e-02   2.011570439947e-01  -1.368549383599e-01  -2.045832826678e-01   1.377436522363e-01   2.582603273499e-01  -3.919876655083e-02  -3.262324579982e-01  -3.208089867033e-01  -1.584997226080e-01  -4.136858407338e-02  -4.863509379740e-03  -1.620514945938e-04
 -4.444628186614e-05  -3.538459827921e-04  -2.676766948307e-03  -1.459567421574e-02  -5.759883372852e-02  -1.602860363276e-01  -2.976153260347e-01  -3.152803855826e-01  -6.510167384617e-02   2.338716647649e-01   1.316203983998e-01  -2.013800808979e-01  -9.756810134933e-02   2.135484621336e-01   1.125382643316e-02  -2.100497764837e-01   1.000253036024e-01   1.498005743209e-01  -1.881098881898e-01  -3.885392991572e-02   2.139389624940e-01  -8.031502846324e-02  -1.799833701120e-01   1.683433511676e-01   1.272712964688e-01  -2.164718177738e-01  -1.076827969795e-01   2.377403793794e-01   1.681543273403e-01  -1.992816249845e-01  -3.567908837563e-01  -2.293848156789e-01  -7.171158439046e-02  -9.729160973625e-03  -3.848876056775e-04
 -1.141985109589e-04  -1.032373734822e-03  -6.493159537024e-03  -3.042152213300e-02  -1.020482676988e-01  -2.353312243578e-01  -3.385777546490e-01  -2.137287028461e-01   1.268315606006e-01   2.368490005374e-01  -8.418984696012e-02  -2.052712438833e-01   1.343832015055e-01   1.354305522419e-01  -1.978899821568e-01  -1.045016899983e-02   1.992044384375e-01  -1.292739799934e-01  -1.050804113691e-01   2.064933475755e-01  -4.163258924369e-02  -1.827814542712e-01   1.650497006283e-01   9.044276396403e-02  -2.248344009763e-01   3.016357256077e-03   2.438527526684e-01  -5.102181321608e-02  -2.713960882638e-01   1.146006276690e-02   3.280898039471e-01   2.965761382744e-01   1.134350590657e-01   1.794722889442e-02   8.134670089944e-04
 -4.058550662214e-04  -2.875153641468e-03  -1.511423979074e-02  -5.979743954157e-02  -1.672324964818e-01  -3.087499114174e-01  -3.136630998566e-01  -3.475684703218e-02   2.494774483601e-01   7.842409309741e-02  -2.264439381918e-01  -9.976238197183e-03   2.121552401243e-01  -1.091445202176e-01  -1.288568924871e-01   1.989894957812e-01  -3.141031324451e-02  -1.699290613959e-01   1.747623623614e-01   2.238424942695e-02  -1.964434400379e-01   1.396556372442e-01   9.203571997394e-02  -2.163396793522e-01   5.178708942934e-02   2.014079271181e-01  -1.582460716367e-01  -1.601858626410e-01   2.167554909246e-01   1.670014143187e-01  -2.282771219087e-01  -3.421713202673e-01  -1.648579448496e-01  -3.077197325294e-02  -1.579159607797e-03
  1.724908403666e-03   7.696788390627e-03   3.366731936983e-02   1.098680310996e-01   2.493452867716e-01   3.478675013284e-01   1.952975295727e-01  -1.593038594930e-01  -2.136723038183e-01   1.388660296486e-01   1.568929280578e-01  -1.920182672351e-01  -3.383157527722e-02   2.022288124807e-01  -1.262531822671e-01  -8.623929369270e-02   2.006394905938e-01  -1.035724563151e-01  -1.003804968245e-01   2.010812326004e-01  -9.127429375194e-02  -1.197401218733e-01   2.053959823994e-01  -5.648734463899e-02  -1.714609289293e-01   1.905254172653e-01   5.895629325349e-02  -2.427966162997e-01   4.328509822546e-02   2.634644876789e-01  -7.712530915857e-02  -3.491628239356e-01  -2.212032981431e-01  -4.930234782280e-02  -2.907044797594e-03
  5.585437597076e-03   2.054596898101e-02   7.084788643545e-02   1.863919586557e-01   3.280992131151e-01   3.080891462576e-01  -3.845778103661e-03  -2.587850065718e-01  -1.975363142265e-02   2.291106838213e-01  -7.327349660386e-02  -1.652154379226e-01   1.838108288540e-01   4.223619791537e-03  -1.775034846634e-01   1.671091562450e-01   3.210361194008e-03  -1.677275071376e-01   1.754392258565e-01  -1.941242492805e-02  -1.573862491458e-01   1.865713628772e-01  -3.085838785995e-02  -1.647364820814e-01   1.908986754758e-01   6.115938837976e-03  -2.121507223693e-01   1.485020867598e-01   1.421083879099e-01  -2.411919819364e-01  -8.371877121954e-02   3.075346776737e-01   2.747416076761e-01   7.399297222876e-02   5.204297997060e-03
